Question	Answer	Source	Metadata
J'ai envie que que tu me poses une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Il faut que que tu me poses une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
J'aimerais que tu me poses une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Je voudrais que tu me poses une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Je veux que tu me poses une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
C'est possible de me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Peux-tu me poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu peux poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
C'est le moment de poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu es capable de poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Es-tu capable de poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu es capable de poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu sais poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu sais poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu devrais poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu dois poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu veux bien poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu veux poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu veux bien poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Veux-tu poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu sais me poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu pourrais poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu es capable de me poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Pourrais-tu poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu pourrais poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Peux-tu poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu peux poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
J'ai envie que que tu me poses une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Il faut que que tu me poses une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
J'aimerais que tu me poses une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Je voudrais que tu me poses une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Je veux que tu me poses une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
C'est l'heure de me poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
C'est le moment de me poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu es capable de me poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu aimerais me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu veux poser une question sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Veux-tu me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu voudrais me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Aimerais-tu me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
C'est l'heure de me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
C'est le moment de me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu es capable de me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Es-tu capable de me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu es capable de me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu sais me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu sais me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu devrais me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu dois me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu veux bien me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Je voudrais que tu poses des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu veux bien me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu voudrais bien me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu veux me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu pourrais me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu peux me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Pourrais-tu me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu pourrais me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Peux-tu me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu peux me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Pose-moi une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Pose une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
J'ai envie que que tu poses des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Il faut que que tu poses des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Il faut que que tu me demandes un truc sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu veux me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu veux bien me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu voudrais bien me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu aimerais bien me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Voudrais-tu me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu voudrais me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Aimerais-tu me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
C'est l'heure de me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
C'est le moment de me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu es capable de me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Es-tu capable de me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu es capable de me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu sais me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu sais me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Voudrais-tu me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu dois me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu aimerais bien me poser une question	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu veux me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu veux bien me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Veux-tu me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu veux me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu pourrais me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu peux me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Pourrais-tu me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu pourrais me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Peux-tu me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu peux me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Pose-moi des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Pose des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Je veux que tu poses des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu devrais me poser des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu peux me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu sais me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu sais me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu devrais me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu dois me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu veux bien me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu veux me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu veux bien me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Veux-tu me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu veux me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu pourrais me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu peux me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Pourrais-tu me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
J'aimerais que tu poses des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Peux-tu me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu es capable de me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Pose-moi des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Pose des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
J'ai envie que que tu poses des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Il faut que que tu poses des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
J'aimerais que tu poses des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Je voudrais que tu poses des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Je veux que tu poses des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
J'ai envie que que tu me poses des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Il faut que que tu me poses des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
J'aimerais que tu me poses des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Je voudrais que tu me poses des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Je veux que tu me poses des questions	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu pourrais me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu pourrais poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
C'est l'heure de poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
C'est le moment de poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu es capable de poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Es-tu capable de poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu es capable de poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu sais poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu sais poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu devrais poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu dois poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu veux bien poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu veux poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu veux bien poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
Tu es capable de me poser des questions sur moi	Je préfère répondre à vos questions.	qna_chitchat_Friendly	editorial:chitchat
